Especie,Origen,Sector,Nombre comun,Familia,Numero de individuos
Cuscuta sp.,Desconocido,Media Luna,piolita,Convolvulaceae,1
Cyanthillium cinereum,Introducido,Bellavista,andi pata,Asteraceae,4
Cyanthillium cinereum,Introducido,Aguacatal,andi pata,Asteraceae,1
Cyanthillium cinereum,Introducido,Camote,andi pata,Asteraceae,2
Cyanthillium cinereum,Introducido,El Carmen,andi pata,Asteraceae,1
Cyanthillium cinereum,Introducido,Cascajo,andi pata,Asteraceae,3
Cyanthillium cinereum,Introducido,Occidente,andi pata,Asteraceae,4
Cyanthillium cinereum,Introducido,Guayabillos,andi pata,Asteraceae,3
Cyanthillium cinereum,Introducido,Media Luna,andi pata,Asteraceae,2
Cyanthillium cinereum,Introducido,Santa Rosa,andi pata,Asteraceae,1
Cyathea weatherbyana,Endémico,El Carmen,helecho arbóreo,Cyatheaceae,1
Cycas revoluta,Introducido,Occidente,"palma de iglesia, cica, sagú del Japón",Cycadaceae,1
Cycas revoluta,Introducido,Guayabillos,"palma de iglesia, cica, sagú del Japón",Cycadaceae,1
Cyclanthera pedata var. edulis,Introducido,Cascajo,achogcha,Cucurbitaceae,1
Cyclanthera pedata var. edulis,Introducido,Occidente,achogcha,Cucurbitaceae,1
Cyclanthera pedata var. edulis,Introducido,Santa Rosa,achogcha,Cucurbitaceae,3
Cyclospermum laciniatum,Nativo,Cascajo,NA,Apiaceae,1
Cyclospermum laciniatum,Nativo,Santa Rosa,NA,Apiaceae,1
Cymbopogon citratus,Introducido,Bellavista,hierba luisa,Poaceae,5
Cymbopogon citratus,Introducido,Aguacatal,hierba luisa,Poaceae,1
Cymbopogon citratus,Introducido,Camote,hierba luisa,Poaceae,2
Cymbopogon citratus,Introducido,El Carmen,hierba luisa,Poaceae,3
Cymbopogon citratus,Introducido,Cascajo,hierba luisa,Poaceae,6
Cymbopogon citratus,Introducido,Occidente,hierba luisa,Poaceae,3
Cymbopogon citratus,Introducido,Guayabillos,hierba luisa,Poaceae,2
Cymbopogon citratus,Introducido,Media Luna,hierba luisa,Poaceae,1
Cymbopogon citratus,Introducido,Santa Rosa,hierba luisa,Poaceae,6
Cynodon dactylon,Introducido,Bellavista,"grama, zacata bermuda, pasto diente de perro, pata de perdiz",Poaceae,1
Cynodon nlemfuensis,Introducido,Camote,pasto estrella,Poaceae,2
Cynodon nlemfuensis,Introducido,El Carmen,pasto estrella,Poaceae,2
Cynodon nlemfuensis,Introducido,Cascajo,pasto estrella,Poaceae,2
Cyperus ligularis,Nativo,El Carmen,juncia,Cyperaceae,2
Cyperus ligularis,Nativo,Occidente,juncia,Cyperaceae,1
Cyperus ligularis,Nativo,Santa Rosa,juncia,Cyperaceae,2
Cyperus odoratus ,Introducido,Bellavista,NA,Cyperaceae,2
Cyperus odoratus ,Introducido,Aguacatal,NA,Cyperaceae,1
Cyperus odoratus ,Introducido,Camote,NA,Cyperaceae,2
Cyperus odoratus ,Introducido,El Carmen,NA,Cyperaceae,3
Cyperus odoratus ,Introducido,Cascajo,NA,Cyperaceae,4
Cyperus odoratus ,Introducido,Occidente,NA,Cyperaceae,4
Cyperus odoratus ,Introducido,Guayabillos,NA,Cyperaceae,1
Cyperus odoratus ,Introducido,Santa Rosa,NA,Cyperaceae,7
Cyperus virens ssp. drummondii,Nativo,El Carmen,cyperus,Cyperaceae,1
Cyperus virens ssp. drummondii,Nativo,Santa Rosa,cyperus,Cyperaceae,1
Dahlia pinnata,Introducido,Bellavista,dalia,Asteraceae,1
Dahlia pinnata,Introducido,Camote,dalia,Asteraceae,1
Dahlia pinnata,Introducido,Cascajo,dalia,Asteraceae,3
Dahlia pinnata,Introducido,Occidente,dalia,Asteraceae,1
Dahlia pinnata,Introducido,Guayabillos,dalia,Asteraceae,2
Dalechampia scandens,Introducido,Cascajo,NA,Euphorbiaceae,1
Darwiniothamnus tenuifolius var. santacruzianus,Endémico,Bellavista,margarita de Darwin,Asteraceae,2
Darwiniothamnus tenuifolius var. santacruzianus,Endémico,Camote,margarita de Darwin,Asteraceae,1
Darwiniothamnus tenuifolius var. santacruzianus,Endémico,El Carmen,margarita de Darwin,Asteraceae,1
Darwiniothamnus tenuifolius var. santacruzianus,Endémico,Cascajo,margarita de Darwin,Asteraceae,2
Darwiniothamnus tenuifolius var. santacruzianus,Endémico,Santa Rosa,margarita de Darwin,Asteraceae,2
Daucus carota,Introducido,Bellavista,zanahoria,Apiaceae,2
Daucus carota,Introducido,Camote,zanahoria,Apiaceae,1
Daucus carota,Introducido,El Carmen,zanahoria,Apiaceae,1
Daucus carota,Introducido,Cascajo,zanahoria,Apiaceae,1
Daucus carota,Introducido,Occidente,zanahoria,Apiaceae,1
Daucus carota,Introducido,Guayabillos,zanahoria,Apiaceae,1
Daucus carota,Introducido,Media Luna,zanahoria,Apiaceae,1
Daucus carota,Introducido,Santa Rosa,zanahoria,Apiaceae,5
Delonix regia,Introducido,Media Luna,"falsa acacia, flamboyán",Caesalpiniaceae,1
Dendranthema indicum,Introducido,Occidente,NA,Asteraceae,1
Dendranthema x grandiflorum,Introducido,Bellavista,pomo,Asteraceae,1
Dendranthema x grandiflorum,Introducido,Aguacatal,pomo,Asteraceae,1
Dendranthema x grandiflorum,Introducido,Camote,pomo,Asteraceae,1
Dendranthema x grandiflorum,Introducido,Cascajo,pomo,Asteraceae,1
Dendranthema x grandiflorum,Introducido,Occidente,pomo,Asteraceae,2
Dendranthema x grandiflorum,Introducido,Guayabillos,pomo,Asteraceae,1
Dendranthema x grandiflorum,Introducido,Santa Rosa,pomo,Asteraceae,1
Dennstaedtia cicutaria,Nativo,Cascajo,helecho,Dennstaedtiaceae,1
Dennstaedtia cicutaria,Nativo,Media Luna,helecho,Dennstaedtiaceae,1
Dennstaedtia cicutaria,Nativo,Santa Rosa,helecho,Dennstaedtiaceae,1
Desmodium incanum,Desconocido,Bellavista,"pega-pega, yunquilla",Fabaceae,4
Desmodium incanum,Desconocido,Camote,"pega-pega, yunquilla",Fabaceae,2
Desmodium incanum,Desconocido,El Carmen,"pega-pega, yunquilla",Fabaceae,3
Desmodium incanum,Desconocido,Cascajo,"pega-pega, yunquilla",Fabaceae,7
Desmodium incanum,Desconocido,Occidente,"pega-pega, yunquilla",Fabaceae,2
Desmodium incanum,Desconocido,Guayabillos,"pega-pega, yunquilla",Fabaceae,2
Desmodium incanum,Desconocido,Media Luna,"pega-pega, yunquilla",Fabaceae,1
Desmodium incanum,Desconocido,Santa Rosa,"pega-pega, yunquilla",Fabaceae,4
Desmodium uncinatum,Desconocido,Bellavista,pega pega,Fabaceae,3
Desmodium uncinatum,Desconocido,Aguacatal,pega pega,Fabaceae,1
Desmodium uncinatum,Desconocido,Camote,pega pega,Fabaceae,2
Desmodium uncinatum,Desconocido,El Carmen,pega pega,Fabaceae,1
Desmodium uncinatum,Desconocido,Cascajo,pega pega,Fabaceae,6
Desmodium uncinatum,Desconocido,Occidente,pega pega,Fabaceae,2
Desmodium uncinatum,Desconocido,Guayabillos,pega pega,Fabaceae,2
Desmodium uncinatum,Desconocido,Santa Rosa,pega pega,Fabaceae,2
Dianthus caryophyllus,Introducido,Camote,clavel,Caryophyllaceae,1
Dianthus caryophyllus,Introducido,Guayabillos,clavel,Caryophyllaceae,1
Dianthus caryophyllus,Introducido,Santa Rosa,clavel,Caryophyllaceae,1
Dichondra microcalyx,Nativo,Bellavista,oreja de ratón,Convolvulaceae,1
Dichondra microcalyx,Nativo,Guayabillos,oreja de ratón,Convolvulaceae,1
Dicliptera peruviana,Nativo,Bellavista,NA,Acanthaceae,1
Dicranopteris flexuosa,Nativo,El Carmen,helecho bifurcado,Gleicheniceae,1
Dieffenbachia seguine,Introducido,Bellavista,"millonaria, chucha",Araceae,3
Dieffenbachia seguine,Introducido,El Carmen,"millonaria, chucha",Araceae,1
Dieffenbachia seguine,Introducido,Cascajo,"millonaria, chucha",Araceae,2
Dieffenbachia seguine,Introducido,Guayabillos,"millonaria, chucha",Araceae,1
Dieffenbachia seguine,Introducido,Media Luna,"millonaria, chucha",Araceae,1
Digitaria horizontalis,Introducido,Bellavista,pata de gallina,Poaceae,2
Digitaria horizontalis,Introducido,Cascajo,pata de gallina,Poaceae,1
Digitaria horizontalis,Introducido,Guayabillos,pata de gallina,Poaceae,2
Digitaria setigera,Introducido,Bellavista,pasto,Poaceae,3
Digitaria setigera,Introducido,Aguacatal,pasto,Poaceae,1
Digitaria setigera,Introducido,Camote,pasto,Poaceae,3
Digitaria setigera,Introducido,El Carmen,pasto,Poaceae,4
Digitaria setigera,Introducido,Cascajo,pasto,Poaceae,8
Digitaria setigera,Introducido,Occidente,pasto,Poaceae,3
Digitaria setigera,Introducido,Guayabillos,pasto,Poaceae,1
Digitaria setigera,Introducido,Media Luna,pasto,Poaceae,3
Digitaria setigera,Introducido,Santa Rosa,pasto,Poaceae,9
Diplazium subobtusum,Nativo,Media Luna,helecho,Dryopteridaceae,1
Disocactus flagelliformis,Introducido,Camote,"flor de látigo, floricuerno, nopalillo",Cactaceae,1
Doryopteris pedata var. palmata,Nativo,Bellavista,helecho,Adiantaceae,1
Doryopteris pedata var. palmata,Nativo,Camote,helecho,Adiantaceae,1
Doryopteris pedata var. palmata,Nativo,El Carmen,helecho,Adiantaceae,2
Doryopteris pedata var. palmata,Nativo,Cascajo,helecho,Adiantaceae,3
Doryopteris pedata var. palmata,Nativo,Occidente,helecho,Adiantaceae,2
Doryopteris pedata var. palmata,Nativo,Guayabillos,helecho,Adiantaceae,1
Dracaena angustifolia,Introducido,Occidente,NA,Dracaenaceae,1
Dracaena braunii,Introducido,Bellavista,NA,Dracaenaceae,1
Dracaena braunii,Introducido,Cascajo,NA,Dracaenaceae,1
Dracaena fragrans,Introducido,El Carmen,"tronco de Brasil, drácena, palmillo",Dracaenaceae,1
Dracaena fragrans,Introducido,Cascajo,"tronco de Brasil, drácena, palmillo",Dracaenaceae,2
Dracaena fragrans,Introducido,Occidente,"tronco de Brasil, drácena, palmillo",Dracaenaceae,2
Dracaena fragrans,Introducido,Guayabillos,"tronco de Brasil, drácena, palmillo",Dracaenaceae,1
Dracaena fragrans,Introducido,Santa Rosa,"tronco de Brasil, drácena, palmillo",Dracaenaceae,2
Drymaria cordata,Nativo,Bellavista,"golondrina, cinquito, pipili",Caryophyllaceae,5
Drymaria cordata,Nativo,Aguacatal,"golondrina, cinquito, pipili",Caryophyllaceae,1
Drymaria cordata,Nativo,Camote,"golondrina, cinquito, pipili",Caryophyllaceae,3
Drymaria cordata,Nativo,El Carmen,"golondrina, cinquito, pipili",Caryophyllaceae,4
Drymaria cordata,Nativo,Cascajo,"golondrina, cinquito, pipili",Caryophyllaceae,2
Drymaria cordata,Nativo,Occidente,"golondrina, cinquito, pipili",Caryophyllaceae,4
Drymaria cordata,Nativo,Guayabillos,"golondrina, cinquito, pipili",Caryophyllaceae,1
Drymaria cordata,Nativo,Media Luna,"golondrina, cinquito, pipili",Caryophyllaceae,3
Drymaria cordata,Nativo,Santa Rosa,"golondrina, cinquito, pipili",Caryophyllaceae,9
Duranta erecta,Nativo,Aguacatal,"cuentas de oro, San Jacinto",Verbenaceae,1
Dysphania ambrosioides,Introducido,Bellavista,paico,Amaranthaceae,1
Dysphania ambrosioides,Introducido,Cascajo,paico,Amaranthaceae,1
Dysphania ambrosioides,Introducido,Occidente,paico,Amaranthaceae,1
Dysphania ambrosioides,Introducido,Media Luna,paico,Amaranthaceae,2
Echinocactus sp. 1,Introducido,Camote,NA,Cactaceae,1
Eclipta prostrata,Nativo,Cascajo,NA,Asteraceae,1
Elaphoglossum hoffmannii ,Nativo,Bellavista,helecho,Dryopteridaceae,1
Eleocharis acutangula,Nativo,El Carmen,NA,Cyperaceae,1
Eleocharis acutangula,Nativo,Santa Rosa,NA,Cyperaceae,2
Eleocharis maculosa,Desconocido,El Carmen,NA,Cyperaceae,1
Eleocharis maculosa,Desconocido,Santa Rosa,NA,Cyperaceae,2
Eleocharis montana,Nativo,El Carmen,junco,Cyperaceae,1
Eleocharis montana,Nativo,Santa Rosa,junco,Cyperaceae,2
Eleusine indica,Introducido,Bellavista,"pata de gallina, grama, horquetilla, paja de burro",Poaceae,5
Eleusine indica,Introducido,Aguacatal,"pata de gallina, grama, horquetilla, paja de burro",Poaceae,1
Eleusine indica,Introducido,Camote,"pata de gallina, grama, horquetilla, paja de burro",Poaceae,3
Eleusine indica,Introducido,El Carmen,"pata de gallina, grama, horquetilla, paja de burro",Poaceae,1
Eleusine indica,Introducido,Cascajo,"pata de gallina, grama, horquetilla, paja de burro",Poaceae,8
Eleusine indica,Introducido,Occidente,"pata de gallina, grama, horquetilla, paja de burro",Poaceae,4
Eleusine indica,Introducido,Guayabillos,"pata de gallina, grama, horquetilla, paja de burro",Poaceae,3
Eleusine indica,Introducido,Media Luna,"pata de gallina, grama, horquetilla, paja de burro",Poaceae,1
Eleusine indica,Introducido,Santa Rosa,"pata de gallina, grama, horquetilla, paja de burro",Poaceae,8
Eleutherine bulbosa,Introducido,Occidente,"vara de justicia, lágrimas de la virgen",Iridaceae,1
Eleutherine bulbosa,Introducido,Guayabillos,"vara de justicia, lágrimas de la virgen",Iridaceae,1
Emilia sonchifolia,Introducido,El Carmen,NA,Asteraceae,1
Emilia sonchifolia,Introducido,Santa Rosa,NA,Asteraceae,1
Epiphyllum oxypetalum,Introducido,Cascajo,"galán de noche, reina de la noche, novia de la noche",Cactaceae,2
Epipremnum pinnatum,Introducido,Cascajo,"enredadera, cortina, poto",Araceae,1
Epipremnum pinnatum,Introducido,Occidente,"enredadera, cortina, poto",Araceae,1
Episcia cupreata,Introducido,Cascajo,lazo de amor,Gesneriaceae,1
Eragrostis ciliaris,Nativo,Cascajo,pasto,Poaceae,1
Erechtites hieraciifolius var. cacalioides,Introducido,Bellavista,NA,Asteraceae,1
Erechtites hieraciifolius var. cacalioides,Introducido,Camote,NA,Asteraceae,1
Erechtites hieraciifolius var. cacalioides,Introducido,El Carmen,NA,Asteraceae,1
Erechtites hieraciifolius var. cacalioides,Introducido,Occidente,NA,Asteraceae,1
Erechtites hieraciifolius var. cacalioides,Introducido,Media Luna,NA,Asteraceae,3
Erechtites hieraciifolius var. cacalioides,Introducido,Santa Rosa,NA,Asteraceae,2
Eriobotrya japonica,Introducido,Bellavista,níspero,Rosaceae,1
Eriobotrya japonica,Introducido,Santa Rosa,níspero,Rosaceae,1
Eruca vesicaria,Introducido,Bellavista,rúcula,Brassicaceae,1
Eruca vesicaria,Introducido,Camote,rúcula,Brassicaceae,1
Eruca vesicaria,Introducido,Cascajo,rúcula,Brassicaceae,1
Eruca vesicaria,Introducido,Guayabillos,rúcula,Brassicaceae,1
Eruca vesicaria,Introducido,Santa Rosa,rúcula,Brassicaceae,1
Eryngium foetidum,Introducido,Bellavista,"chiyanga, chillanga",Apiaceae,1
Eryngium foetidum,Introducido,Cascajo,"chiyanga, chillanga",Apiaceae,1
Eryngium foetidum,Introducido,Occidente,"chiyanga, chillanga",Apiaceae,2
Eryngium foetidum,Introducido,Santa Rosa,"chiyanga, chillanga",Apiaceae,2
Erythrina corallodendron,Introducido,Media Luna,"eritrina, porotillo",Fabaceae,1
Erythrina fusca,Introducido,Occidente,"palo prieto, porotillo",Fabaceae,1
Erythrina fusca,Introducido,Media Luna,"palo prieto, porotillo",Fabaceae,1
Erythrina poeppigiana,Introducido,El Carmen,poro gigante,Fabaceae,3
Erythrina poeppigiana,Introducido,Cascajo,poro gigante,Fabaceae,2
Erythrina poeppigiana,Introducido,Guayabillos,poro gigante,Fabaceae,1
Erythrina smithiana,Introducido,Bellavista,porotillo,Fabaceae,5
Erythrina smithiana,Introducido,Aguacatal,porotillo,Fabaceae,1
Erythrina smithiana,Introducido,Camote,porotillo,Fabaceae,3
Erythrina smithiana,Introducido,El Carmen,porotillo,Fabaceae,3
Erythrina smithiana,Introducido,Cascajo,porotillo,Fabaceae,9
Erythrina smithiana,Introducido,Occidente,porotillo,Fabaceae,4
Erythrina smithiana,Introducido,Guayabillos,porotillo,Fabaceae,3
Erythrina smithiana,Introducido,Media Luna,porotillo,Fabaceae,3
Erythrina smithiana,Introducido,Santa Rosa,porotillo,Fabaceae,9
Etlingera elatior,Introducido,Cascajo,"bastón de emperador, gengibre antorcha, heliconia",Zingiberaceae,1
Etlingera elatior,Introducido,Santa Rosa,"bastón de emperador, gengibre antorcha, heliconia",Zingiberaceae,1
Eucharis x grandiflora,Introducido,Bellavista,"lirio del Amazonas, eucaristo, eucaristia",Amaryllidaceae,1
Eucharis x grandiflora,Introducido,Guayabillos,"lirio del Amazonas, eucaristo, eucaristia",Amaryllidaceae,1
Eucharis x grandiflora,Introducido,Santa Rosa,"lirio del Amazonas, eucaristo, eucaristia",Amaryllidaceae,1
Eucrosia bicolor,Introducido,Cascajo,NA,Amaryllidaceae,1
Eugenia stipitata,Introducido,Bellavista,arazá,Myrtaceae,1
Eugenia stipitata,Introducido,Santa Rosa,arazá,Myrtaceae,3
Euphorbia cotinifolia,Introducido,El Carmen,"barrabás, lechera, lechero de lindero, lechero rojo",Euphorbiaceae,1
Euphorbia cotinifolia,Introducido,Guayabillos,"barrabás, lechera, lechero de lindero, lechero rojo",Euphorbiaceae,1
Euphorbia cotinifolia,Introducido,Media Luna,"barrabás, lechera, lechero de lindero, lechero rojo",Euphorbiaceae,1
Euphorbia cotinifolia,Introducido,Santa Rosa,"barrabás, lechera, lechero de lindero, lechero rojo",Euphorbiaceae,1
Euphorbia heterophylla,Introducido,Bellavista,"casalina, catalina, contra hierba",Euphorbiaceae,4
Euphorbia heterophylla,Introducido,Aguacatal,"casalina, catalina, contra hierba",Euphorbiaceae,1
Euphorbia heterophylla,Introducido,Camote,"casalina, catalina, contra hierba",Euphorbiaceae,3
Euphorbia heterophylla,Introducido,El Carmen,"casalina, catalina, contra hierba",Euphorbiaceae,2
Euphorbia heterophylla,Introducido,Cascajo,"casalina, catalina, contra hierba",Euphorbiaceae,6
Euphorbia heterophylla,Introducido,Occidente,"casalina, catalina, contra hierba",Euphorbiaceae,3
Euphorbia heterophylla,Introducido,Guayabillos,"casalina, catalina, contra hierba",Euphorbiaceae,2
Euphorbia heterophylla,Introducido,Media Luna,"casalina, catalina, contra hierba",Euphorbiaceae,2
Euphorbia heterophylla,Introducido,Santa Rosa,"casalina, catalina, contra hierba",Euphorbiaceae,3
Euphorbia lactea,Introducido,Cascajo,lechera,Euphorbiaceae,2
Euphorbia lactea,Introducido,Media Luna,lechera,Euphorbiaceae,2
Euphorbia milii,Introducido,Santa Rosa,"corona del Señor, corona de Cristo",Euphorbiaceae,1
Euphorbia ophtalmica,Introducido,Bellavista,NA,Euphorbiaceae,1
Euphorbia ophtalmica,Introducido,Cascajo,NA,Euphorbiaceae,1
Euphorbia pulcherrima,Introducido,Occidente,"flor de Panamá, flor de Pascua",Euphorbiaceae,1
Ficus carica,Introducido,Bellavista,higo,Moraceae,1
Ficus carica,Introducido,Camote,higo,Moraceae,1
Ficus carica,Introducido,Occidente,higo,Moraceae,1
Ficus carica,Introducido,Guayabillos,higo,Moraceae,1
Ficus carica,Introducido,Santa Rosa,higo,Moraceae,1
Fittonia albivenis,Introducido,Camote,motelilo,Acanthaceae,1
Foeniculum vulgare,Introducido,Occidente,hinojo,Apiaceae,1
Foeniculum vulgare,Introducido,Guayabillos,hinojo,Apiaceae,1
Foeniculum vulgare,Introducido,Santa Rosa,hinojo,Apiaceae,2
Fragaria vesca,Introducido,Guayabillos,fresa o frutilla,Rosaceae,2
Fragaria vesca,Introducido,Media Luna,fresa o frutilla,Rosaceae,1
Fragaria vesca,Introducido,Santa Rosa,fresa o frutilla,Rosaceae,4
Furcraea hexapetala,Introducido,Camote,"cabuya, penco blanco",Agavaceae,1
Furcraea hexapetala,Introducido,El Carmen,"cabuya, penco blanco",Agavaceae,1
Furcraea hexapetala,Introducido,Santa Rosa,"cabuya, penco blanco",Agavaceae,3
Galactia striata,Nativo,Cascajo,frijolillo,Fabaceae,1
Galactia striata,Nativo,Guayabillos,frijolillo,Fabaceae,2
Galactia tenuiflora,Desconocido,Bellavista,citrato,Fabaceae,1
