Especie,Origen,Sector,Nombre comun,Familia,Numero de individuos
Syzygium malaccense,Introducido,Aguacatal,pera noruega,Myrtaceae,1
Syzygium malaccense,Introducido,Camote,pera noruega,Myrtaceae,2
Syzygium malaccense,Introducido,El Carmen,pera noruega,Myrtaceae,1
Syzygium malaccense,Introducido,Cascajo,pera noruega,Myrtaceae,1
Syzygium malaccense,Introducido,Occidente,pera noruega,Myrtaceae,1
Syzygium malaccense,Introducido,Guayabillos,pera noruega,Myrtaceae,3
Syzygium malaccense,Introducido,Media Luna,pera noruega,Myrtaceae,1
Syzygium malaccense,Introducido,Santa Rosa,pera noruega,Myrtaceae,3
Tagetes erecta,Introducido,Bellavista,"flor de muerto, arrayosa, sintzo",Asteraceae,1
Tagetes erecta,Introducido,Aguacatal,"flor de muerto, arrayosa, sintzo",Asteraceae,1
Talinum paniculatum,Introducido,Bellavista,"rama de sapo, verdolaga, orejilla",Portulacaceae,5
Talinum paniculatum,Introducido,Camote,"rama de sapo, verdolaga, orejilla",Portulacaceae,2
Talinum paniculatum,Introducido,Cascajo,"rama de sapo, verdolaga, orejilla",Portulacaceae,5
Talinum paniculatum,Introducido,Guayabillos,"rama de sapo, verdolaga, orejilla",Portulacaceae,1
Tectaria aequatoriensis,Nativo,Media Luna,helecho,Dryopteridaceae,1
Tectaria aequatoriensis,Nativo,Santa Rosa,helecho,Dryopteridaceae,2
Tectona grandis,Introducido,Cascajo,teca,Verbenaceae,1
Tephrosia vogelii,Introducido,Camote,NA,Fabaceae,1
Terminalia catappa,Introducido,Media Luna,almendra tropical,Combretaceae,1
Tetragonia tetragonioides,Introducido,Bellavista,espinaca,Aizoaceae,1
Tetragonia tetragonioides,Introducido,Cascajo,espinaca,Aizoaceae,4
Tetragonia tetragonioides,Introducido,Occidente,espinaca,Aizoaceae,2
Tetragonia tetragonioides,Introducido,Santa Rosa,espinaca,Aizoaceae,1
Thelypteris cheilanthoides,Nativo,Occidente,helecho,Thelypteridaceae,1
Thelypteris cheilanthoides,Nativo,Media Luna,helecho,Thelypteridaceae,1
Thelypteris cheilanthoides,Nativo,Santa Rosa,helecho,Thelypteridaceae,1
Thelypteris grandis var. pallescens,Nativo,Media Luna,helecho,Thelypteridaceae,1
Thelypteris hispidula,Nativo,Bellavista,helecho,Thelypteridaceae,2
Thelypteris hispidula,Nativo,Camote,helecho,Thelypteridaceae,2
Thelypteris hispidula,Nativo,El Carmen,helecho,Thelypteridaceae,1
Thelypteris hispidula,Nativo,Cascajo,helecho,Thelypteridaceae,2
Thelypteris hispidula,Nativo,Occidente,helecho,Thelypteridaceae,2
Thelypteris hispidula,Nativo,Media Luna,helecho,Thelypteridaceae,3
Thelypteris hispidula,Nativo,Santa Rosa,helecho,Thelypteridaceae,5
Thelypteris oligocarpa,Nativo,El Carmen,helecho,Thelypteridaceae,1
Thelypteris oligocarpa,Nativo,Guayabillos,helecho,Thelypteridaceae,1
Thelypteris poiteana,Nativo,Bellavista,helecho,Thelypteridaceae,1
Thelypteris poiteana,Nativo,Aguacatal,helecho,Thelypteridaceae,1
Thelypteris poiteana,Nativo,Camote,helecho,Thelypteridaceae,1
Thelypteris poiteana,Nativo,El Carmen,helecho,Thelypteridaceae,2
Thelypteris poiteana,Nativo,Cascajo,helecho,Thelypteridaceae,1
Thelypteris poiteana,Nativo,Guayabillos,helecho,Thelypteridaceae,2
Thelypteris poiteana,Nativo,Media Luna,helecho,Thelypteridaceae,1
Thelypteris poiteana,Nativo,Santa Rosa,helecho,Thelypteridaceae,2
Thelypteris tetragona ssp. aberrans,Endémico,Bellavista,helecho,Thelypteridaceae,3
Thelypteris tetragona ssp. aberrans,Endémico,Aguacatal,helecho,Thelypteridaceae,1
Thelypteris tetragona ssp. aberrans,Endémico,Camote,helecho,Thelypteridaceae,3
Thelypteris tetragona ssp. aberrans,Endémico,El Carmen,helecho,Thelypteridaceae,3
Thelypteris tetragona ssp. aberrans,Endémico,Cascajo,helecho,Thelypteridaceae,3
Thelypteris tetragona ssp. aberrans,Endémico,Occidente,helecho,Thelypteridaceae,3
Thelypteris tetragona ssp. aberrans,Endémico,Guayabillos,helecho,Thelypteridaceae,2
Thelypteris tetragona ssp. aberrans,Endémico,Media Luna,helecho,Thelypteridaceae,3
Thelypteris tetragona ssp. aberrans,Endémico,Santa Rosa,helecho,Thelypteridaceae,7
Theobroma cacao,Introducido,Bellavista,cacao,Sterculiaceae,2
Theobroma cacao,Introducido,Aguacatal,cacao,Sterculiaceae,1
Theobroma cacao,Introducido,Camote,cacao,Sterculiaceae,1
Theobroma cacao,Introducido,Cascajo,cacao,Sterculiaceae,1
Theobroma cacao,Introducido,Guayabillos,cacao,Sterculiaceae,2
Thuja orientalis,Introducido,Aguacatal,"ciprés, árbol de la vida, biota, tuya oriental",Cupressaceae,1
Thunbergia erecta,Introducido,Occidente,"meyenia erecta, boca de lobo",Acanthaceae,1
Thymus vulgaris,Introducido,Occidente,tomillo,Lamiaceae,1
Tillandsia insularis,Endémico,Bellavista,huicundo,Bromeliaceae,2
Tillandsia insularis,Endémico,Camote,huicundo,Bromeliaceae,1
Tillandsia insularis,Endémico,Media Luna,huicundo,Bromeliaceae,1
Tillandsia insularis,Endémico,Santa Rosa,huicundo,Bromeliaceae,2
Tithonia diversifolia,Introducido,Aguacatal,jícama,Asteraceae,1
Tithonia diversifolia,Introducido,Guayabillos,jícama,Asteraceae,1
Tournefortia psilostachya,Nativo,Bellavista,palito negro,Boraginaceae,2
Tournefortia psilostachya,Nativo,Cascajo,palito negro,Boraginaceae,1
Tournefortia psilostachya,Nativo,Occidente,palito negro,Boraginaceae,2
Tournefortia pubescens,Endémico,Bellavista,lengua de ternera,Boraginaceae,1
Tournefortia pubescens,Endémico,Camote,lengua de ternera,Boraginaceae,1
Tournefortia rufo-sericea,Endémico,Bellavista,"palito negro, lenga de vaca",Boraginaceae,3
Tournefortia rufo-sericea,Endémico,Aguacatal,"palito negro, lenga de vaca",Boraginaceae,1
Tournefortia rufo-sericea,Endémico,Camote,"palito negro, lenga de vaca",Boraginaceae,2
Tournefortia rufo-sericea,Endémico,El Carmen,"palito negro, lenga de vaca",Boraginaceae,3
Tournefortia rufo-sericea,Endémico,Cascajo,"palito negro, lenga de vaca",Boraginaceae,7
Tournefortia rufo-sericea,Endémico,Occidente,"palito negro, lenga de vaca",Boraginaceae,3
Tournefortia rufo-sericea,Endémico,Guayabillos,"palito negro, lenga de vaca",Boraginaceae,3
Tournefortia rufo-sericea,Endémico,Santa Rosa,"palito negro, lenga de vaca",Boraginaceae,3
Tradescantia fluminensis ,Introducido,Bellavista,"calcha, amor de hombre",Commelinaceae,4
Tradescantia fluminensis ,Introducido,Aguacatal,"calcha, amor de hombre",Commelinaceae,1
Tradescantia fluminensis ,Introducido,Camote,"calcha, amor de hombre",Commelinaceae,3
Tradescantia fluminensis ,Introducido,El Carmen,"calcha, amor de hombre",Commelinaceae,3
Tradescantia fluminensis ,Introducido,Cascajo,"calcha, amor de hombre",Commelinaceae,9
Tradescantia fluminensis ,Introducido,Occidente,"calcha, amor de hombre",Commelinaceae,3
Tradescantia fluminensis ,Introducido,Guayabillos,"calcha, amor de hombre",Commelinaceae,3
Tradescantia fluminensis ,Introducido,Media Luna,"calcha, amor de hombre",Commelinaceae,2
Tradescantia fluminensis ,Introducido,Santa Rosa,"calcha, amor de hombre",Commelinaceae,6
Tradescantia pallida,Introducido,Bellavista,purpurina,Commelinaceae,2
Tradescantia spathacea,Introducido,Bellavista,"barquito de San Pedro, barca de San Pedro",Commelinaceae,3
Tradescantia spathacea,Introducido,El Carmen,"barquito de San Pedro, barca de San Pedro",Commelinaceae,1
Tradescantia spathacea,Introducido,Cascajo,"barquito de San Pedro, barca de San Pedro",Commelinaceae,1
Tradescantia zebrina,Introducido,Bellavista,zebrina péndula,Commelinaceae,2
Tradescantia zebrina,Introducido,Media Luna,zebrina péndula,Commelinaceae,1
Trema micrantha,Desconocido,Bellavista,"sapan, huevos de paloma, niguito",Ulmaceae,1
Trema micrantha,Desconocido,Camote,"sapan, huevos de paloma, niguito",Ulmaceae,1
Trema micrantha,Desconocido,El Carmen,"sapan, huevos de paloma, niguito",Ulmaceae,2
Trema micrantha,Desconocido,Cascajo,"sapan, huevos de paloma, niguito",Ulmaceae,1
Trema micrantha,Desconocido,Occidente,"sapan, huevos de paloma, niguito",Ulmaceae,2
Trema micrantha,Desconocido,Guayabillos,"sapan, huevos de paloma, niguito",Ulmaceae,1
Trichomanes montanum,Nativo,Santa Rosa,helecho,Hymenophyllaceae,1
Tridax procumbens,Introducido,Bellavista,"hierba de San Juan, San Juan del monte, hierba del toro",Asteraceae,1
Tridax procumbens,Introducido,Camote,"hierba de San Juan, San Juan del monte, hierba del toro",Asteraceae,1
Triplaris cumingiana,Introducido,Santa Rosa,fernansánchez,Polypodiaceae,1
Tripogandra serrulata,Introducido,Bellavista,NA,Commelinaceae,2
Tripogandra serrulata,Introducido,El Carmen,NA,Commelinaceae,2
Tripogandra serrulata,Introducido,Guayabillos,NA,Commelinaceae,1
Tripogandra serrulata,Introducido,Media Luna,NA,Commelinaceae,2
Tripogandra serrulata,Introducido,Santa Rosa,NA,Commelinaceae,4
Tropaeolum majus,Introducido,Occidente,"mastuerzo, capuchina, taco de reina",Tropaeolaceae,1
Tropaeolum majus,Introducido,Guayabillos,"mastuerzo, capuchina, taco de reina",Tropaeolaceae,1
Tropaeolum majus,Introducido,Santa Rosa,"mastuerzo, capuchina, taco de reina",Tropaeolaceae,1
Urena lobata,Introducido,El Carmen,NA,Malvaceae,1
Urera caracasana,Desconocido,Bellavista,ortiga de árbol,Urticaceae,1
Varronia leucophlyctis,Endémico,Bellavista,cordia,Boraginaceae,1
Verbena litoralis,Desconocido,Bellavista,verbena,Verbenaceae,2
Verbena litoralis,Desconocido,Camote,verbena,Verbenaceae,3
Verbena litoralis,Desconocido,El Carmen,verbena,Verbenaceae,3
Verbena litoralis,Desconocido,Cascajo,verbena,Verbenaceae,2
Verbena litoralis,Desconocido,Occidente,verbena,Verbenaceae,1
Verbena litoralis,Desconocido,Media Luna,verbena,Verbenaceae,2
Verbena litoralis,Desconocido,Santa Rosa,verbena,Verbenaceae,9
Veronica persica,Introducido,Camote,"verónica, chanchalagua",Scrophulariaceae,2
Veronica persica,Introducido,El Carmen,"verónica, chanchalagua",Scrophulariaceae,2
Veronica persica,Introducido,Cascajo,"verónica, chanchalagua",Scrophulariaceae,2
Veronica persica,Introducido,Santa Rosa,"verónica, chanchalagua",Scrophulariaceae,3
Vicia faba,Introducido,Santa Rosa,haba,Fabaceae,2
Vigna adenantha,Nativo,Cascajo,NA,Fabaceae,1
Vigna luteola,Nativo,Santa Rosa,NA,Fabaceae,2
Vigna unguiculata,Introducido,Bellavista,"verdura, fréjol chileno",Fabaceae,1
Vigna unguiculata,Introducido,El Carmen,"verdura, fréjol chileno",Fabaceae,1
Vigna unguiculata,Introducido,Cascajo,"verdura, fréjol chileno",Fabaceae,1
Vigna unguiculata,Introducido,Occidente,"verdura, fréjol chileno",Fabaceae,1
Vigna unguiculata,Introducido,Guayabillos,"verdura, fréjol chileno",Fabaceae,2
Vigna unguiculata,Introducido,Santa Rosa,"verdura, fréjol chileno",Fabaceae,2
Viola odorata,Introducido,Occidente,"violeta de jardin, violeta de olor, violeta dulce",Violaceae,1
Vitis vinifera,Introducido,Bellavista,uva,Vitaceae,1
Vitis vinifera,Introducido,Occidente,uva,Vitaceae,1
Vitis vinifera,Introducido,Guayabillos,uva,Vitaceae,2
Vitis vinifera,Introducido,Santa Rosa,uva,Vitaceae,2
Xanthosoma sagittifolium,Introducido,Bellavista,otoy,Araceae,2
Xanthosoma sagittifolium,Introducido,Aguacatal,otoy,Araceae,1
Xanthosoma sagittifolium,Introducido,Camote,otoy,Araceae,1
Xanthosoma sagittifolium,Introducido,Cascajo,otoy,Araceae,2
Xanthosoma sagittifolium,Introducido,Guayabillos,otoy,Araceae,2
Xanthosoma sagittifolium,Introducido,Media Luna,otoy,Araceae,1
Xanthosoma sagittifolium,Introducido,Santa Rosa,otoy,Araceae,3
Xylosma flexuosa,Introducido,Bellavista,"cereza, capullín santo, coronilla",Salicaceae,1
Xylosma flexuosa,Introducido,El Carmen,"cereza, capullín santo, coronilla",Salicaceae,1
Xylosma flexuosa,Introducido,Cascajo,"cereza, capullín santo, coronilla",Salicaceae,1
Xylosma flexuosa,Introducido,Occidente,"cereza, capullín santo, coronilla",Salicaceae,1
Xylosma flexuosa,Introducido,Guayabillos,"cereza, capullín santo, coronilla",Salicaceae,1
Yucca aloifolia,Introducido,Bellavista,"yuca, bayoneta española",Agavaceae,1
Yucca aloifolia,Introducido,Cascajo,"yuca, bayoneta española",Agavaceae,1
Yucca aloifolia,Introducido,Santa Rosa,"yuca, bayoneta española",Agavaceae,1
Zantedeschia aethiopica,Introducido,Camote,"cartucho, cala, lirio de agua, alcatraz",Araceae,1
Zanthoxylum fagara,Nativo,Bellavista,uña de gato,Rutaceae,2
Zanthoxylum fagara,Nativo,Aguacatal,uña de gato,Rutaceae,1
Zanthoxylum fagara,Nativo,Camote,uña de gato,Rutaceae,2
Zanthoxylum fagara,Nativo,El Carmen,uña de gato,Rutaceae,2
Zanthoxylum fagara,Nativo,Cascajo,uña de gato,Rutaceae,5
Zanthoxylum fagara,Nativo,Occidente,uña de gato,Rutaceae,3
Zanthoxylum fagara,Nativo,Guayabillos,uña de gato,Rutaceae,3
Zanthoxylum fagara,Nativo,Santa Rosa,uña de gato,Rutaceae,1
Zea mays,Introducido,Bellavista,"maís, choclo",Poaceae,3
Zea mays,Introducido,Aguacatal,"maís, choclo",Poaceae,1
Zea mays,Introducido,Camote,"maís, choclo",Poaceae,3
Zea mays,Introducido,Cascajo,"maís, choclo",Poaceae,3
Zea mays,Introducido,Occidente,"maís, choclo",Poaceae,4
Zea mays,Introducido,Guayabillos,"maís, choclo",Poaceae,2
Zea mays,Introducido,Media Luna,"maís, choclo",Poaceae,1
Zea mays,Introducido,Santa Rosa,"maís, choclo",Poaceae,9
Zephyranthes rosea var. candida,Introducido,Cascajo,NA,Amaryllidaceae,1
Zephyranthes rosea var. candida,Introducido,Guayabillos,NA,Amaryllidaceae,1
Zingiber officinale,Introducido,Cascajo,jengibre,Zingiberaceae,1
Zingiber officinale,Introducido,Guayabillos,jengibre,Zingiberaceae,1
Zingiber officinale,Introducido,Santa Rosa,jengibre,Zingiberaceae,1
Zingiber spectabile,Introducido,Cascajo,"jengibre de la colmena, localmente: maraca, micrófono",Zingiberaceae,1
Zingiber spectabile,Introducido,Santa Rosa,"jengibre de la colmena, localmente: maraca, micrófono",Zingiberaceae,1
Zoysia matrella,Introducido,Bellavista,césped chino,Poaceae,2
Zoysia matrella,Introducido,Occidente,césped chino,Poaceae,1
